Timestamp,Admit Status,Ethnicity/Race ,"Are you a historically Underrepresented Ethnic Minority (URM)? [i.e. Black/African-American, Latinx/Chicanx, Filipinx, Native American/Indigenous, or Pacific Islander/Native Hawaiian]",Do you identify with being differently-abled or as a Disabled Student Program (DSP) student?,Gender,Sexual Orientation,"Do you identify as a historically underrepresented gender or sexuality [i.e. Cisgender Woman, Gender Queer, Gender Non-Conforming, Non-Binary, Transgender Man, Transgender Woman, Asexual, Androphilia, BI-Curious, Bisual, Gray Asexualtiy, Gynephilia, Homosexual, Non-Heterosexual, Pansexual, Polysexual, Queer, Etc.]",Current Year ,What Are You Majoring in?,How Many Majors Are You Planning?,How Many Minors Are You Planning?,Socioeconomic Class,Club/Student Organization Involvement,Club Participation per Week,"When Joining Clubs/Student Organizations, Did You Have Any Knowledge in the Clubs'/Student Organizations' Subject Matter?",How Would You Rate the Climate of Clubs/Student Organizations at BERKELEY?,How Would You Rate the Climate of Clubs/Student Organizations YOU ARE IN?,How Would You Rate the Inclusiveness of Clubs/Student Organizations at BERKELEY? ,How Would You Rate the Inclusiveness of the Clubs/Student Organizations that YOU ARE IN? ,Do You Feel Welcome at Berkeley?,Do You Feel as if You Are Part of the Berkeley Community?,Do You Feel as if You Are Part of the Berkeley Engineering Community?,Do You Feel Safe at Berkeley?
4/12/2020 21:53:24,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Bioengineering,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,5,3,4,5,4,4,4
4/12/2020 21:55:18,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),"Bioengineering, Electrical Engineering and Computer Science",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,5,5,5,4
4/12/2020 21:56:07,Spring Admit - Freshmen,South Asian,No,No,Cisgender Man,Decline to say,No,Freshman (Undergraduate),"Bioengineering, Molecular and Cellular Biology",Double Major,One Minor,Decline to say,3 - 4 Clubs/Student Organizations,More Than 8 Hours,,5,5,5,5,4,4,5,5
4/12/2020 21:56:39,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,3,4,5,5,5,4
4/12/2020 21:57:16,Fall Admit - Freshmen,Decline to say,No,No,Cisgender Woman,Bisexual,No,Sophmore (Undergraduate),"Bioengineering, Electrical Engineering and Computer Science",Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,3,2,4,4,5,5,3
4/12/2020 21:58:14,Fall Admit - Freshmen,East Asian,No,No,Male,Heterosexual,No,Junior (Undergraduate),Bioengineering,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,4
4/12/2020 21:58:18,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Chemical Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,4,5,3,4
4/12/2020 21:58:20,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Woman,Bisexual,Yes,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,5,5,5,4
4/12/2020 21:58:47,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Decline to say,No,Sophmore (Undergraduate),Molecular and Cellular Biology,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),Less Than 1 Hour,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),,4,3,4,3,2,3,3
4/12/2020 21:59:28,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Bisexual,Yes,Junior (Undergraduate),Bioengineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",3,4,2,4,4,4,3,3
4/12/2020 21:59:43,Fall Admit - Freshmen,East Asian,Yes,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Mechanical Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,,,,,,,,,
4/12/2020 21:59:57,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Queer,Yes,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,Decline to say,3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,4,2,5,5,5,5,1
4/12/2020 22:00:42,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,4,4,4,4,3
4/12/2020 22:01:50,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"New Money ($150,000 to $199,999)",More Than 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,5,5
4/12/2020 22:02:59,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,5
4/12/2020 22:03:32,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",More Than 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,4,4,4,5,3
4/12/2020 22:03:55,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Bioengineering,Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,4,5,5,5,5
4/12/2020 22:04:12,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,3,4,4,3,3,4,5
4/12/2020 22:04:56,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Senior (Undergraduate),Chemical Engineering,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,3,3,4,4,4,5
4/12/2020 22:12:32,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Bioengineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,5,5,4,4
4/12/2020 22:13:57,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,Two Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,3,4,4,5,3,3
4/12/2020 22:14:09,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),7 - 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,1,3,4,4,3,4
4/12/2020 22:15:26,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Bioengineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,3,3,3,3,3,5
4/12/2020 22:18:50,Fall Admit - Freshmen,"Black/African-American, Latinx/Chicanx, Native American/Indigenous",Yes,No,Decline to say,Bisexual,Yes,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",2,4,1,4,4,3,4,3
4/12/2020 22:21:20,Fall Admit - Transfer/ReEntry,White/Caucasian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",No Clubs/Student Organizations,Less Than 1 Hour,,,,,,4,3,3,5
4/12/2020 22:22:29,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",5,5,5,5,5,5,5,5
4/12/2020 22:25:34,Fall Admit - Transfer/ReEntry,White/Caucasian,No,Yes,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),"Computer Science, Mathematics, Physics",Triple Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,6 - 7 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,3,5,4,3,3,3
4/12/2020 22:29:58,Fall Admit - Freshmen,"Latinx/Chicanx, White/Caucasian",Yes,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,4,5,5,5,5,4
4/12/2020 22:33:20,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Bioengineering, Materials Science and Engineering",Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,3,4,4,4,4,4
4/12/2020 22:34:06,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,4,5,5,5,4
4/12/2020 22:48:22,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Double Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,3,5,4,5,5,5
4/12/2020 22:52:53,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Bioengineering,Single Major,No Minors,"Poverty Level (<$20,000)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",5,5,5,5,5,5,5,5
4/12/2020 22:56:07,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),"Bioengineering, Electrical Engineering and Computer Science",Double Major,One Minor,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,0 Hours,,1,2,1,1,1,1,2,3
4/12/2020 22:59:27,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,3,3,4,4,4,4
4/12/2020 23:12:00,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Bioengineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,4,4,4,4,4
4/12/2020 23:17:17,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,No Minors,"Upper Class (>$200,000)",More Than 4 Clubs/Student Organizations,1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,2,5,5,5,5,5
4/12/2020 23:47:49,Fall Admit - Freshmen,South Asian,No,Decline to say,Cisgender Man,Pansexual,No,Sophmore (Undergraduate),"Bioengineering, Electrical Engineering and Computer Science",Double Major,No Minors,"New Money ($150,000 to $199,999)",More Than 4 Clubs/Student Organizations,1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,4,4,4,4,3
4/13/2020 0:30:25,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),"Data Science, Molecular and Cellular Biology",Double Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,5,5,5,4
4/13/2020 0:40:01,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,1,4,4,5,4,4
4/13/2020 0:54:49,Fall Admit - Transfer/ReEntry,"South-East Asian, White/Caucasian",Yes,Yes,Cisgender Woman,Asexual,Yes,Sophmore (Undergraduate),Mechanical Engineering,Single Major,One Minor,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,1,4,4,4,3,3
4/13/2020 2:28:16,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,4,4,4
4/13/2020 9:20:32,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Homosexual,Yes,Junior (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,5,5,4,4
4/13/2020 9:29:47,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Bi-Curious,Yes,Freshman (Undergraduate),"Bioengineering, Mechanical Engineering",Double Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,5,2,5,4,4,4,4
4/13/2020 9:40:43,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Bioengineering,Single Major,One Minor,Decline to say,3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,5,5
4/13/2020 10:07:24,Fall Admit - Freshmen,East Asian,Decline to say,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,3,5,4,4,4,3
4/13/2020 10:50:35,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Poverty Level (<$20,000)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,3,3,4,4,3,3
4/13/2020 11:17:27,Spring Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Computer Science,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,1,5,3,3,3,4
4/13/2020 11:20:59,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,5,3,4,3,3,4,5
4/13/2020 11:37:34,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Bisexual,Yes,Freshman (Undergraduate),Integrative Biology,Double Major,One Minor,Decline to say,3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,5,5,5,5,5,4
4/13/2020 12:27:37,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,5,2,5,4,5,5,3
4/13/2020 12:51:26,Fall Admit - Freshmen,Middle Eastern/North African,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),"Bioengineering, Data Science",Single Major,Two Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,2,4,4,4,3,4
4/13/2020 13:06:18,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,3,3,3,4,4,4,4
4/13/2020 13:23:07,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,5,5
4/13/2020 13:36:27,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Mechanical Engineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,4,2,5,5,5,5,4
4/13/2020 13:54:12,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,4,5,5,5,5
4/13/2020 14:09:30,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,5
4/13/2020 14:14:26,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,5,5
4/13/2020 14:26:38,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,5,4,4,2
4/13/2020 14:49:08,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,4,5,4,5,2
4/13/2020 14:57:04,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Bioengineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,3,4,4,5,4,4
4/13/2020 17:47:58,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Computer Science,Single Major,One Minor,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,5,3,5,3,3,2,3
4/13/2020 18:41:28,Fall Admit - Freshmen,"Latinx/Chicanx, White/Caucasian",Yes,No,Cisgender Man,Decline to say,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Poverty Level (<$20,000)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,4,5,3,3,5,3
4/13/2020 18:43:40,Fall Admit - Transfer/ReEntry,East Asian,No,No,Cisgender Woman,Decline to say,Decline to say,Freshman (Graduate),Civil and Environmental Engineering,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),Less Than 1 Hour,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,3,2,4,4,4,4,4
4/13/2020 18:48:34,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Woman,Decline to say,No,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,5,5,5,5,5,5
4/13/2020 18:52:44,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",2,2,3,3,3,2,3,3
